RML id,better RML id,Supported,title,purpose,part of spec,data format,reference formulation,error expected?,input file 1,input file 2,input file 3,R2RML id,files missing?,comment
RMLTC0016d-SQLServer,53c,,"Table with datatypes, boolean conversions",Tests the rr:termtype and datatype conversions: boolean,http://www.w3.org/TR/r2rml/#datatype-conversions,table,CSV,false,resource.sql,,,R2RMLTC0016d,,
RMLTC0016e-MySQL,54a,,"Table with datatypes, binary column",Tests the rr:termtype and datatype conversions: binary,http://www.w3.org/TR/r2rml/#datatype-conversions,table,CSV,false,resource.sql,,,R2RMLTC0016e,,
RMLTC0016e-PostgreSQL,54b,,"Table with datatypes, binary column",Tests the rr:termtype and datatype conversions: binary,http://www.w3.org/TR/r2rml/#datatype-conversions,table,CSV,false,resource.sql,,,R2RMLTC0016e,,
RMLTC0016e-SQLServer,54c,,"Table with datatypes, binary column",Tests the rr:termtype and datatype conversions: binary,http://www.w3.org/TR/r2rml/#datatype-conversions,table,CSV,false,resource.sql,,,R2RMLTC0016e,,
RMLTC0018a-MySQL,55a,,Generation of triples by using CHAR datatype column,"Generation of triples by using CHAR datatype column, resulting RDF literal is space-padded.",http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0018a,,
RMLTC0018a-PostgreSQL,55b,,Generation of triples by using CHAR datatype column,"Generation of triples by using CHAR datatype column, resulting RDF literal is space-padded.",http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0018a,,
RMLTC0018a-SQLServer,55c,,Generation of triples by using CHAR datatype column,"Generation of triples by using CHAR datatype column, resulting RDF literal is space-padded.",http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0018a,,
RMLTC0019a-CSV,56a,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in columns,,CSV,CSV,false,persons.csv,,,R2RMLTC0019a,,
RMLTC0019a-JSON,56b,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in attributes,,JSON,JSONPath,false,persons.json,,,R2RMLTC0019a,,
RMLTC0019a-XML,56c,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in elements,,XML,XPath,false,persons.xml,,,R2RMLTC0019a,,
RMLTC0019a-MySQL,56d,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in columns,http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0019a,,
RMLTC0019a-PostgreSQL,56e,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in columns,http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0019a,,
RMLTC0019a-SQLServer,56f,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in columns,http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0019a,,
RMLTC0019b-CSV,57a,,"Generation of triples by using IRI value in columns, with data error","Test the generation of triples by using IRI value in columns, conforming RML mapping with data error (and limited results)",,CSV,CSV,false,persons.csv,,,R2RMLTC0019b,,
RMLTC0019b-JSON,57b,,"Generation of triples by using IRI value in columns, with data error","Test the generation of triples by using IRI value in attributes, conforming RML mapping with data error (and limited results)",,JSON,JSONPath,false,persons.json,,,R2RMLTC0019b,,
RMLTC0019b-XML,57c,,"Generation of triples by using IRI value in columns, with data error","Test the generation of triples by using IRI value in elements, conforming RML mapping with data error (and limited results)",,XML,XPath,false,persons.xml,,,R2RMLTC0019b,,
RMLTC0019b-MySQL,57d,,"Generation of triples by using IRI value in columns, with data error","Test the generation of triples by using IRI value in columns, conforming RML mapping with data error (and limited results)",http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0019b,,
RMLTC0019b-PostgreSQL,57e,,"Generation of triples by using IRI value in columns, with data error","Test the generation of triples by using IRI value in columns, conforming RML mapping with data error (and limited results)",http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0019b,,
RMLTC0019b-SQLServer,57f,,"Generation of triples by using IRI value in columns, with data error","Test the generation of triples by using IRI value in columns, conforming RML mapping with data error (and limited results)",http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0019b,,
RMLTC0020a-CSV,58a,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in columns,http://www.w3.org/TR/r2rml/#from-template,CSV,CSV,false,student.csv,,,R2RMLTC0020a,,
RMLTC0020a-JSON,58b,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in attributes,http://www.w3.org/TR/r2rml/#from-template,JSON,JSONPath,false,student.json,,,R2RMLTC0020a,,
RMLTC0020a-XML,58c,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in elements,http://www.w3.org/TR/r2rml/#from-template,XML,XPath,false,student.xml,,,R2RMLTC0020a,,
RMLTC0020a-MySQL,58d,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in columns,http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0020a,,
RMLTC0020a-PostgreSQL,58e,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in columns,http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0020a,,
RMLTC0020a-SQLServer,58f,,Generation of triples by using IRI value in columns,Test the generation of triples by using IRI value in columns,http://www.w3.org/TR/r2rml/#from-template,table,CSV,false,resource.sql,,,R2RMLTC0020a,,
RMLTC0020b-CSV,59a,,"Generation of triples by using IRI value in columns, with data errors","Test the generation of triples by using IRI value in columns, conforming R2RML mapping with data error (and no result)",,CSV,CSV,false,student.csv,,,R2RMLTC0020b,,
RMLTC0020b-JSON,59b,,"Generation of triples by using IRI value in columns, with data errors","Test the generation of triples by using IRI value in columns, conforming R2RML mapping with data error (and no result)",,JSON,JSONPath,false,student.json,,,R2RMLTC0020b,,
RMLTC0020b-XML,59c,,"Generation of triples by using IRI value in columns, with data errors","Test the generation of triples by using IRI value in columns, conforming R2RML mapping with data error (and no result)",,XML,XPath,false,student.xml,,,R2RMLTC0020b,,
RMLTC0020b-MySQL,59d,,"Generation of triples by using IRI value in columns, with data errors","Test the generation of triples by using IRI value in columns, conforming R2RML mapping with data error (and no result)",http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0020b,,
RMLTC0020b-PostgreSQL,59e,,"Generation of triples by using IRI value in columns, with data errors","Test the generation of triples by using IRI value in columns, conforming R2RML mapping with data error (and no result)",http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0020b,,
RMLTC0020b-SQLServer,59f,,"Generation of triples by using IRI value in columns, with data errors","Test the generation of triples by using IRI value in columns, conforming R2RML mapping with data error (and no result)",http://www.w3.org/TR/r2rml/#from-column,table,CSV,false,resource.sql,,,R2RMLTC0020b,,
